Experiment_ID,Benchmark_ID,00_Distribution,00_Error,00_Integrity,00_SIS,01_Distribution,01_Error,01_Integrity,01_SIS,02_Distribution,02_Error,02_Integrity,02_SIS,03_Distribution,03_Error,03_Integrity,03_SIS,04_Distribution,04_Error,04_Integrity,04_SIS,05_Distribution,05_Error,05_Integrity,05_SIS,06_Distribution,06_Error,06_Integrity,06_SIS,07_Distribution,07_Error,07_Integrity,07_SIS,08_Distribution,08_Error,08_Integrity,08_SIS,09_Distribution,09_Error,09_Integrity,09_SIS,10_Distribution,10_Error,10_Integrity,10_SIS,11_Distribution,11_Error,11_Integrity,11_SIS,12_Distribution,12_Error,12_Integrity,12_SIS,13_Distribution,13_Error,13_Integrity,13_SIS,14_Distribution,14_Error,14_Integrity,14_SIS,15_Distribution,15_Error,15_Integrity,15_SIS,Error,Time,best_fuzz,best_sis,?Solved
1092,spider_bak-hospital_1-0021.txt,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,,6.14,0.0,0.0,False
1093,spider-loan_1-0034.txt,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,100,,Length constraint vi...,50.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,100,,Length constraint vi...,50.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,100,,Length constraint vi...,50.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,,5.9,0.0,0.0,False
1094,spider-party_people-0002.txt,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,,6.73,1.0,0.0,True
1095,spider-aircraft-0009.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,5.21,0.0,0.0,True
1096,spider_bak-network_2-0023.txt,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,,5.95,0.0,50.0,False
1097,spider_bak-network_2-0023.txt,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,,7.36,0.0,50.0,False
1098,spider_bak-network_2-0023.txt,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,,5.82,0.0,50.0,False
1099,spider_bak-network_2-0023.txt,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,,7.96,0.0,50.0,False
1100,spider_bak-network_2-0023.txt,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,,7.86,0.0,50.0,False
1101,spider_bak-network_2-0023.txt,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,,6.96,0.0,50.0,False
1102,spider_bak-network_2-0023.txt,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,,7.92,0.0,50.0,False
1103,spider_bak-network_2-0023.txt,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,,7.45,0.0,50.0,False
1104,spider_bak-network_2-0023.txt,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,,6.7,0.0,50.0,False
1105,spider_bak-network_2-0023.txt,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,,6.75,0.0,50.0,False
1106,spider-journal_committee-0002.txt,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,3.82,1.0,0.0,True
1107,spider-student_1-0025.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,6.61,0.0,0.0,True
1108,db2csv-orchestra-0019_dev.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,100,,Valid,50.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,5.51,0.0,0.0,True
1109,db2csv-orchestra-0019_dev.txt,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,"50,50",,Valid,0.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,7.42,1.0,0.0,True
1110,db2csv-dog_kennels-0050_dev.txt,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,,6.17,0.0,50.0,False
1111,spider_bak-csu_1-0005.txt,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,,4.97,0.0,50.0,False
1112,spider_bak-csu_1-0005.txt,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,,5.89,0.0,50.0,False
1113,spider_bak-csu_1-0005.txt,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,,4.97,0.0,50.0,False
1114,db2csv-dog_kennels-0040_dev.txt,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,,7.03,0.0,50.0,False
1115,spider_bak-company_employee-0013.txt,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,,7.92,0.0,0.0,True
1116,spider-gymnast-0020.txt,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,"50,50",,Valid,0.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,"50,50",,Valid,0.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,,4.12,3.0,0.0,True
1117,spider-customers_and_invoices-0039.txt,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,,7.38,0.0,50.0,False
1118,db2csv-course_teach-0019_dev.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,7.78,0.0,0.0,True
1119,spider_bak-tracking_grants_for_research-0013.txt,,Experiment-level error,,,,Experiment-level error,,,,Experiment-level error,,,,Experiment-level error,,,,Experiment-level error,,,,Experiment-level error,,,,Experiment-level error,,,,Experiment-level error,,,,Experiment-level error,,,,Experiment-level error,,,,Experiment-level error,,,,Experiment-level error,,,,Experiment-level error,,,,Experiment-level error,,,,Experiment-level error,,,,Experiment-level error,,,"Error processing experiment 1119: near ""Agree"": syntax error",5.11,,,False
1120,db2csv-student_transcripts_tracking-0071_dev.txt,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,,6.82,0.0,50.0,False
1121,spider-student_1-0028.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,4.94,0.0,0.0,True
1122,spider-student_1-0028.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,6.65,0.0,0.0,True
1123,spider-student_1-0028.txt,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,,6.88,0.0,50.0,False
1124,spider-student_1-0028.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,6.23,0.0,0.0,True
1125,spider-student_1-0028.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,,6.61,0.0,0.0,True
1126,spider-student_1-0028.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,5.78,0.0,0.0,True
1127,spider_bak-products_for_hire-0009.txt,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,,6.59,0.0,50.0,False
1128,spider_bak-college_1-0027.txt,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,,6.3,0.0,50.0,False
1129,db2csv-concert_singer-0004_dev.txt,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,"50,50",,Valid,0.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,,5.7,4.0,0.0,True
1130,spider_bak-store_product-0007.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,3.64,0.0,0.0,True
1131,spider-loan_1-0011.txt,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,,4.16,0.0,50.0,False
1132,spider-college_2-0081.txt,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,,10.99,0.0,0.0,False
1133,spider_bak-protein_institute-0006.txt,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,4.09,0.0,0.0,True
1134,spider_bak-protein_institute-0006.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,3.95,0.0,0.0,True
1135,spider_bak-protein_institute-0006.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,"50,50",,Valid,0.0,100,,Valid,50.0,100,,Valid,50.0,,4.72,0.0,0.0,True
1136,spider_bak-machine_repair-0005.txt,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,"50,50",,Valid,0.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,,4.09,10.0,0.0,True
1137,spider_bak-station_weather-0005.txt,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,,5.52,0.0,50.0,False
1138,spider_bak-station_weather-0005.txt,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,,5.71,0.0,50.0,False
1139,spider_bak-station_weather-0005.txt,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,,4.83,0.0,50.0,False
1140,spider_bak-railway-0006.txt,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,100,,Valid,50.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,3.04,0.0,0.0,True
1141,spider-program_share-0005.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,3.09,0.0,0.0,True
1142,spider_bak-aircraft-0007.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,100,,Valid,50.0,,4.68,0.0,0.0,True
1143,spider-book_2-0012.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,3.69,0.0,0.0,True
1144,spider-book_2-0012.txt,"50,50",,Valid,0.0,100,,Valid,50.0,100,,Valid,50.0,"50,50",,Valid,0.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,4.67,0.0,0.0,True
1145,spider-book_2-0012.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,4.42,0.0,0.0,True
1146,spider-book_2-0012.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,4.58,0.0,0.0,True
